record_type,run,epoch,subset,sample_count,seen_sample_count,mean_loss,median_loss,mean_mask_iou,mean_matched_iou,mean_fn,mean_fp,mean_class_error,mean_gt_recall,mean_exposure_multiplier,mean_state_policy_weight,mean_applied_loss_weight_seen,mean_effective_contribution_seen,total_appearances,total_exposure_count,total_effective_contribution,cap_hit_count
resource_ledger,E3,10,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,1.0,0.9571045332176741,0.9571045332176741,43,43,41.155494928359985,0
resource_ledger,E3,10,ALL_TRAIN,128,128,,,,,,,,,1.0,1.0671875,0.9999999841675162,0.9999999841675162,128,128,127.99999797344208,0
resource_ledger,E3,11,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.215151515151515,1.13162848443696,1.13162848443696,33,33,37.34373998641968,0
resource_ledger,E3,11,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.8744186046511628,0.8943710535071617,0.8943710535071617,43,43,38.45795530080795,0
resource_ledger,E3,11,ALL_TRAIN,128,128,,,,,,,,,1.0,1.01875,1.0000000107102096,1.0000000107102096,128,128,128.00000137090683,0
resource_ledger,E3,12,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2090909090909092,1.105212182709665,1.105212182709665,33,33,36.472002029418945,0
resource_ledger,E3,12,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.9302325581395349,0.9177995823150458,0.9177995823150458,43,43,39.46538203954697,0
resource_ledger,E3,12,ALL_TRAIN,128,128,,,,,,,,,1.0,1.03515625,1.0000000139698386,1.0000000139698386,128,128,128.00000178813934,0
resource_ledger,E3,13,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2242424242424244,1.127663549148675,1.127663549148675,33,33,37.21289712190628,0
resource_ledger,E3,13,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.9302325581395349,0.9148772566817528,0.9148772566817528,43,43,39.33972203731537,0
resource_ledger,E3,13,ALL_TRAIN,128,128,,,,,,,,,1.0,1.0390625,1.0000000018626451,1.0000000018626451,128,128,128.00000023841858,0
resource_ledger,E3,14,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2393939393939395,1.1191321484970325,1.1191321484970325,33,33,36.93136090040207,0
resource_ledger,E3,14,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.9302325581395349,0.9264416431271753,0.9264416431271753,43,43,39.836990654468536,0
resource_ledger,E3,14,ALL_TRAIN,128,128,,,,,,,,,1.0,1.04453125,1.0000000190921128,1.0000000190921128,128,128,128.00000244379044,0
resource_ledger,E4,0,REFERENCE_HARD,33,25,,,,,,,,,1.0909090909090908,1.0,,,36,36,0,0
resource_ledger,E4,0,REFERENCE_MASTERED,43,29,,,,,,,,,0.9767441860465116,1.0,,,42,42,0,0
resource_ledger,E4,0,ALL_TRAIN,128,92,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,1,REFERENCE_HARD,33,28,,,,,,,,,1.6363636363636365,1.0,,,54,54,0,0
resource_ledger,E4,1,REFERENCE_MASTERED,43,26,,,,,,,,,0.627906976744186,1.0,,,27,27,0,0
resource_ledger,E4,1,ALL_TRAIN,128,90,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,2,REFERENCE_HARD,33,26,,,,,,,,,1.5454545454545454,1.0,,,51,51,0,0
resource_ledger,E4,2,REFERENCE_MASTERED,43,28,,,,,,,,,0.7209302325581395,1.0,,,31,31,0,0
resource_ledger,E4,2,ALL_TRAIN,128,89,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,3,REFERENCE_HARD,33,29,,,,,,,,,1.6363636363636365,1.0,,,54,54,0,0
resource_ledger,E4,3,REFERENCE_MASTERED,43,29,,,,,,,,,0.7906976744186046,1.0,,,34,34,0,0
resource_ledger,E4,3,ALL_TRAIN,128,87,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,4,REFERENCE_HARD,33,25,,,,,,,,,1.4242424242424243,1.0,,,47,47,0,0
resource_ledger,E4,4,REFERENCE_MASTERED,43,27,,,,,,,,,0.7441860465116279,1.0,,,32,32,0,0
resource_ledger,E4,4,ALL_TRAIN,128,91,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,5,REFERENCE_HARD,33,23,,,,,,,,,1.3636363636363635,1.0,,,45,45,0,0
resource_ledger,E4,5,REFERENCE_MASTERED,43,35,,,,,,,,,0.9302325581395349,1.0,,,40,40,0,0
resource_ledger,E4,5,ALL_TRAIN,128,92,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,6,REFERENCE_HARD,33,26,,,,,,,,,1.4848484848484849,1.0,,,49,49,0,0
resource_ledger,E4,6,REFERENCE_MASTERED,43,29,,,,,,,,,0.9302325581395349,1.0,,,40,40,0,0
resource_ledger,E4,6,ALL_TRAIN,128,88,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,7,REFERENCE_HARD,33,23,,,,,,,,,1.4242424242424243,1.0,,,47,47,0,0
resource_ledger,E4,7,REFERENCE_MASTERED,43,28,,,,,,,,,0.8604651162790697,1.0,,,37,37,0,0
resource_ledger,E4,7,ALL_TRAIN,128,86,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,8,REFERENCE_HARD,33,27,,,,,,,,,1.5757575757575757,1.0,,,52,52,0,0
resource_ledger,E4,8,REFERENCE_MASTERED,43,29,,,,,,,,,0.9534883720930233,1.0,,,41,41,0,0
resource_ledger,E4,8,ALL_TRAIN,128,85,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,9,REFERENCE_HARD,33,28,,,,,,,,,1.5151515151515151,1.0,,,50,50,0,0
resource_ledger,E4,9,REFERENCE_MASTERED,43,29,,,,,,,,,0.9302325581395349,1.0,,,40,40,0,0
resource_ledger,E4,9,ALL_TRAIN,128,88,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,10,REFERENCE_HARD,33,29,,,,,,,,,1.5757575757575757,1.0,,,52,52,0,0
resource_ledger,E4,10,REFERENCE_MASTERED,43,31,,,,,,,,,0.9302325581395349,1.0,,,40,40,0,0
resource_ledger,E4,10,ALL_TRAIN,128,90,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,11,REFERENCE_HARD,33,28,,,,,,,,,1.6363636363636365,1.0,,,54,54,0,0
resource_ledger,E4,11,REFERENCE_MASTERED,43,27,,,,,,,,,0.7209302325581395,1.0,,,31,31,0,0
resource_ledger,E4,11,ALL_TRAIN,128,88,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,12,REFERENCE_HARD,33,26,,,,,,,,,1.5454545454545454,1.0,,,51,51,0,0
resource_ledger,E4,12,REFERENCE_MASTERED,43,28,,,,,,,,,0.7674418604651163,1.0,,,33,33,0,0
resource_ledger,E4,12,ALL_TRAIN,128,93,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,13,REFERENCE_HARD,33,28,,,,,,,,,1.5151515151515151,1.0,,,50,50,0,0
resource_ledger,E4,13,REFERENCE_MASTERED,43,26,,,,,,,,,0.8372093023255814,1.0,,,36,36,0,0
resource_ledger,E4,13,ALL_TRAIN,128,90,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E4,14,REFERENCE_HARD,33,26,,,,,,,,,1.5151515151515151,1.0,,,50,50,0,0
resource_ledger,E4,14,REFERENCE_MASTERED,43,30,,,,,,,,,0.7906976744186046,1.0,,,34,34,0,0
resource_ledger,E4,14,ALL_TRAIN,128,96,,,,,,,,,1.0,1.0,,,128,128,0,0
resource_ledger,E5,0,REFERENCE_HARD,33,25,,,,,,,,,1.0909090909090908,1.0,0.9866666603088379,1.3888888740539551,36,36,59.833332777023315,9
resource_ledger,E5,0,REFERENCE_MASTERED,43,29,,,,,,,,,0.9767441860465116,1.0,1.018199203343227,1.475095740680037,42,42,69.27777564525604,0
resource_ledger,E5,0,ALL_TRAIN,128,92,,,,,,,,,1.0,1.0,1.0084540856921154,1.3913043167280115,128,128,205.11110663414001,12
resource_ledger,E5,1,REFERENCE_HARD,33,26,,,,,,,,,1.696969696969697,1.1727272727272728,0.967209919140889,1.8425633678069482,56,56,121.34169399738312,35
resource_ledger,E5,1,REFERENCE_MASTERED,43,26,,,,,,,,,0.627906976744186,1.0,1.0260013777476091,1.0633345819436586,27,27,29.588025748729706,0
resource_ledger,E5,1,ALL_TRAIN,128,87,,,,,,,,,1.0,1.05390625,1.0130952743963264,1.3923042587850285,128,128,218.77950090169907,41
resource_ledger,E5,2,REFERENCE_HARD,33,26,,,,,,,,,1.6363636363636365,1.1818181818181819,0.9857446459623483,1.803039917579064,54,54,115.92601144313812,32
resource_ledger,E5,2,REFERENCE_MASTERED,43,28,,,,,,,,,0.7209302325581395,1.0,1.019493464912687,1.1271866645131792,31,31,37.59204578399658,0
resource_ledger,E5,2,ALL_TRAIN,128,89,,,,,,,,,1.0,1.05625,1.008703545238195,1.3753904753856445,128,128,214.22764533758163,33
resource_ledger,E5,3,REFERENCE_HARD,33,28,,,,,,,,,1.6666666666666667,1.190909090909091,1.0066008801971162,1.7927283644676208,55,55,116.30286717414856,29
resource_ledger,E5,3,REFERENCE_MASTERED,43,30,,,,,,,,,0.9069767441860465,0.9720930232558139,0.9391149934795168,1.1673497272862328,39,39,54.06053555011749,6
resource_ledger,E5,3,ALL_TRAIN,128,88,,,,,,,,,1.0,1.03984375,0.9951225497731657,1.3670689752607634,128,128,213.19393426179886,35
resource_ledger,E5,4,REFERENCE_HARD,33,24,,,,,,,,,1.4242424242424243,1.2,1.0380063404639561,1.835654392838478,47,47,100.8428121805191,27
resource_ledger,E5,4,REFERENCE_MASTERED,43,27,,,,,,,,,0.7674418604651163,0.9674418604651163,0.9902543326218923,1.1740224449722856,33,33,44.81831485033035,3
resource_ledger,E5,4,ALL_TRAIN,128,89,,,,,,,,,1.0,1.0390625,1.0142792778068714,1.3836739900406827,128,128,214.34547489881516,36
resource_ledger,E5,5,REFERENCE_HARD,33,23,,,,,,,,,1.3636363636363635,1.2090909090909092,1.0618144247842871,1.689913703047711,45,45,92.55224883556366,24
resource_ledger,E5,5,REFERENCE_MASTERED,43,36,,,,,,,,,0.9767441860465116,0.9395348837209302,1.0110059946223542,1.1591945428539205,42,42,53.96130836009979,1
resource_ledger,E5,5,ALL_TRAIN,128,92,,,,,,,,,1.0,1.03359375,1.0271896286935047,1.3152598105910895,128,128,205.77787899971008,33
resource_ledger,E5,6,REFERENCE_HARD,33,29,,,,,,,,,1.5454545454545454,1.2272727272727273,1.097010715254422,1.8641967609010894,51,51,107.30849695205688,21
resource_ledger,E5,6,REFERENCE_MASTERED,43,28,,,,,,,,,0.8837209302325582,0.9348837209302325,0.9598553063614028,1.2692409328051977,38,38,54.53100794553757,3
resource_ledger,E5,6,ALL_TRAIN,128,88,,,,,,,,,1.0,1.0359375,1.0132300967745709,1.4442579238252207,128,128,218.22277069091797,31
resource_ledger,E5,7,REFERENCE_HARD,33,25,,,,,,,,,1.4242424242424243,1.1818181818181819,1.075680775642395,1.83945965051651,47,47,99.59210187196732,22
resource_ledger,E5,7,REFERENCE_MASTERED,43,29,,,,,,,,,0.9302325581395349,0.9302325581395349,0.9758939208655522,1.3124802133132671,40,40,61.333931148052216,4
resource_ledger,E5,7,ALL_TRAIN,128,89,,,,,,,,,1.0,1.02109375,1.0260180098733651,1.4119199047820845,128,128,216.74953681230545,30
resource_ledger,E5,8,REFERENCE_HARD,33,28,,,,,,,,,1.6363636363636365,1.2,1.0167647451162338,1.8335994631052017,54,54,115.16686290502548,30
resource_ledger,E5,8,REFERENCE_MASTERED,43,29,,,,,,,,,0.9767441860465116,0.9069767441860466,0.961544053307895,1.3354495003305633,42,42,67.31375795602798,7
resource_ledger,E5,8,ALL_TRAIN,128,88,,,,,,,,,1.0,1.02265625,1.0122428634627298,1.407078061591495,128,128,218.2964045405388,37
resource_ledger,E5,9,REFERENCE_HARD,33,27,,,,,,,,,1.5151515151515151,1.2,1.0507265505967316,1.7256302480344419,50,50,103.20348334312439,28
resource_ledger,E5,9,REFERENCE_MASTERED,43,27,,,,,,,,,0.8372093023255814,0.9767441860465116,1.0078104314980683,1.228460349418499,36,36,53.41685837507248,6
resource_ledger,E5,9,ALL_TRAIN,128,85,,,,,,,,,1.0,1.0453125,1.0079601421075708,1.3772340346785152,128,128,221.42478853464127,49
resource_ledger,E5,10,REFERENCE_HARD,33,30,,,,,,,,,1.4848484848484849,1.190909090909091,1.084214981396993,1.6953238685925802,49,49,96.69291603565216,18
resource_ledger,E5,10,REFERENCE_MASTERED,43,30,,,,,,,,,0.9302325581395349,0.9069767441860466,0.9581622617112265,1.2478922737969294,40,40,56.41652864217758,2
resource_ledger,E5,10,ALL_TRAIN,128,91,,,,,,,,,1.0,1.02421875,1.0137549225008968,1.3845533916365096,128,128,209.6589732170105,27
resource_ledger,E5,11,REFERENCE_HARD,33,27,,,,,,,,,1.5757575757575757,1.1848484848484848,1.0458151985097814,1.853772900722645,52,52,111.76491796970367,32
resource_ledger,E5,11,REFERENCE_MASTERED,43,30,,,,,,,,,0.9302325581395349,0.8790697674418605,0.9653380943669213,1.2482268340057796,40,40,57.69113224744797,4
resource_ledger,E5,11,ALL_TRAIN,128,89,,,,,,,,,1.0,1.0109375,1.014686427536082,1.392606128690841,128,128,215.8993223309517,42
resource_ledger,E5,12,REFERENCE_HARD,33,26,,,,,,,,,1.5757575757575757,1.193939393939394,1.0360183349022498,1.8710127106079688,52,52,112.39937174320221,30
resource_ledger,E5,12,REFERENCE_MASTERED,43,25,,,,,,,,,0.813953488372093,0.8651162790697675,0.9196518111228943,1.2599803193410237,35,35,51.73094081878662,4
resource_ledger,E5,12,ALL_TRAIN,128,88,,,,,,,,,1.0,1.01015625,1.0022220736877485,1.38846965359919,128,128,215.37991148233414,39
resource_ledger,E5,13,REFERENCE_HARD,33,27,,,,,,,,,1.5151515151515151,1.193939393939394,1.0512645774417453,1.834726717736986,50,50,106.01124393939972,28
resource_ledger,E5,13,REFERENCE_MASTERED,43,28,,,,,,,,,0.8604651162790697,0.8790697674418605,0.9385412707924843,1.226606248390107,37,37,53.72709780931473,4
resource_ledger,E5,13,ALL_TRAIN,128,91,,,,,,,,,1.0,1.01484375,1.0113798961752938,1.3712658960740645,128,128,213.1069285273552,38
resource_ledger,E5,14,REFERENCE_HARD,33,25,,,,,,,,,1.5151515151515151,1.193939393939394,1.0131663179397583,1.8171975636482238,50,50,107.7148352265358,33
resource_ledger,E5,14,REFERENCE_MASTERED,43,26,,,,,,,,,0.8372093023255814,0.9162790697674419,0.9811350707060251,1.326463757417141,36,36,55.637068808078766,4
resource_ledger,E5,14,ALL_TRAIN,128,90,,,,,,,,,1.0,1.02890625,1.0148808149275956,1.3588177815631584,128,128,213.22750759124756,41
